id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city
1263495448924041674,Seaside Bohemian Arty Valencia,4127270,Alvaro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463643748602,-0.3300906393224951,Entire home/apt,80.0,11,0,2000-01-01,0,1,0,0,Sin datos,Valencia
1264245120063998852,GuestReady - Relaxing stay in Benicalap,656085261,Rute,BENICALAP,CIUTAT FALLERA,39.49788170601625,-0.3953220684358997,Entire home/apt,92.0,1,0,2000-01-01,0,1,361,0,Sin datos,Valencia
1264285843391648197,Familiar,656410750,Rosa Serena,CAMINS AL GRAU,CAMI FONDO,39.4633893627401,-0.351959661889042,Private room,8.0,1,0,2000-01-01,0,1,226,0,Sin datos,Valencia
1265006563810920256,Cosy entre la ville et la plage.,209123232,Karim,RASCANYA,TORREFIEL,39.49396,-0.37354,Entire home/apt,110.0,1,0,2000-01-01,0,1,352,0,Sin datos,Valencia
1265037305023837577,Elegante apartamento céntrico,580083669,Angel Jose,CIUTAT VELLA,SANT FRANCESC,39.46825,-0.37716,Entire home/apt,129.0,6,0,2000-01-01,0,4,332,0,Sin datos,Valencia
1265131125604595217,Valencia Vintage,468136218,Alperina,POBLATS MARITIMS,EL GRAU,39.46223016211152,-0.3363731503486633,Entire home/apt,57.0,11,0,2000-01-01,0,2,90,0,Sin datos,Valencia
1265147285932732134,A (va082.5) Travel Habitat Ruzafa Loft 5,97229818,Travel Habitat,QUATRE CARRERES,MONT-OLIVET,39.45746333843502,-0.3663368012282209,Entire home/apt,212.0,1,0,2000-01-01,0,60,282,0,Sin datos,Valencia
1266627713811323586,Casa de Castañeda near Ruzafa,22645414,Daniel,QUATRE CARRERES,MONT-OLIVET,39.45868,-0.36308,Entire home/apt,106.0,5,0,2000-01-01,0,1,195,0,Sin datos,Valencia
1267102876876003536,Apartamento a estrenar ! AC1,425428991,Tatyana,CAMINS AL GRAU,ALBORS,39.4693836602502,-0.3548553743529468,Entire home/apt,90.0,1,0,2000-01-01,0,19,97,0,VT-57200-V,Valencia
1267113291097968859,"Casa Adosada, Playa",583824668,Giuseppe,POBLATS DEL SUD,EL PERELLONET,39.3016644,-0.2904476,Entire home/apt,311.0,15,0,2000-01-01,0,1,31,0,Sin datos,Valencia
1267427361914452048,"Valencia Central Flats – Moderno, junto a Ruzafa",25089070,Pablo,QUATRE CARRERES,NA ROVELLA,39.4509773,-0.3705674,Entire home/apt,116.0,2,0,2000-01-01,0,1,345,0,VT-56706-V,Valencia
1267430860460544931,"Valencia Central Flats – Elegante, junto a Ruzafa",656661635,Jose Antonio,QUATRE CARRERES,NA ROVELLA,39.45078,-0.3705585,Entire home/apt,80.0,2,0,2000-01-01,0,1,171,0,VT-56707-V,Valencia
1267459616963617631,Ático duplex en el centro de Valencia,15686756,Rafa,EXTRAMURS,ARRANCAPINS,39.46704,-0.38507,Entire home/apt,134.47058823529412,3,0,2000-01-01,0,1,0,0,Sin datos,Valencia
1269374137210684260,Apartamento en centro Valencia.,397123550,Ferran,ALGIROS,L'ILLA PERDUDA,39.47122,-0.34095,Entire home/apt,72.0,1,0,2000-01-01,0,1,280,0,Sin datos,Valencia
1269392952189509381,Apartamento Miramar RD C,657406128,Sistema Folch,ALGIROS,LA CARRASCA,39.48056,-0.35143,Entire home/apt,114.125,2,0,2000-01-01,0,1,152,0,Sin datos,Valencia
1269448090975276940,Modern studio Avenue 2.0,588538210,Elizaveta,BENICALAP,BENICALAP,39.49044,-0.38529,Entire home/apt,98.0,11,0,2000-01-01,0,3,230,0,Sin datos,Valencia
1269987769625142880,Entre la ville et la plage.,81640286,Nacima,RASCANYA,ELS ORRIOLS,39.493968102878846,-0.372484347783399,Entire home/apt,141.0,2,0,2000-01-01,0,2,119,0,Sin datos,Valencia
1270023800790533115,High Ceilings Flat in Ciutat Vella Torres de Quart,163139642,Miguel,CIUTAT VELLA,EL PILAR,39.47502966787392,-0.3811782207269021,Entire home/apt,137.1764705882353,2,0,2000-01-01,0,13,0,0,Sin datos,Valencia
1270044266682023822,High Ceilings Flat in Ciutat Vella Torres de Quart,163139642,Miguel,CIUTAT VELLA,EL CARME,39.4766,-0.38181,Entire home/apt,94.0,32,0,2000-01-01,0,13,141,0,Sin datos,Valencia
1270312598010626357,Caballeros IX,438136382,Home Club,CIUTAT VELLA,EL CARME,39.477111150093805,-0.3781311864810877,Entire home/apt,62.0,1,0,2000-01-01,0,16,256,0,Sin datos,Valencia
1270338301262581774,A (va070.1.3) Th Mediterranean Loft 3,97229818,Travel Habitat,CAMINS AL GRAU,AIORA,39.46394,-0.33866,Entire home/apt,107.0,1,0,2000-01-01,0,60,361,0,Sin datos,Valencia
1270338527483523312,A (va070.1.9.10) Th Mediterranean Loft 10,97229818,Travel Habitat,CAMINS AL GRAU,AIORA,39.46412,-0.33995,Entire home/apt,107.0,1,0,2000-01-01,0,60,357,0,Sin datos,Valencia
1271617003129272952,Acogedora y amplia habitación,576628003,Ana Rosa,ALGIROS,LA CARRASCA,39.47787,-0.35188,Private room,64.0,1,0,2000-01-01,0,3,360,0,Sin datos,Valencia
1271767034121800523,Habitación Estudio Centro (Mercado Central),532844481,Nohelia,CIUTAT VELLA,LA SEU,39.47568276808465,-0.378476120531559,Private room,123.33333333333333,4,0,2000-01-01,0,3,0,0,Sin datos,Valencia
1272488492670902162,Colon 39 - H5,543532632,Vicente Nicolás,CIUTAT VELLA,SANT FRANCESC,39.47195675954256,-0.3696127511056831,Private room,28.0,31,0,2000-01-01,0,15,105,0,Sin datos,Valencia
1272508652904564212,Habitación pequeña limpia y tranquila,29049245,Esperanza,L'OLIVERETA,NOU MOLES,39.4698541,-0.4041532,Private room,46.0,2,0,2000-01-01,0,2,165,0,Sin datos,Valencia
1273185676554097728,Habitación doble con balcón,460513843,Antonio,QUATRE CARRERES,MALILLA,39.43906173496602,-0.3814128905652083,Private room,15.0,60,0,2000-01-01,0,5,260,0,Sin datos,Valencia
1273312161317295883,Piso centrico en Valencia y cerca de la playa,219901831,Victor,CAMINS AL GRAU,ALBORS,39.4683,-0.35039,Entire home/apt,188.0,7,0,2000-01-01,0,2,74,0,Sin datos,Valencia
1273343570154150102,Lovely Doble room in the center&Park,654315741,Francine Panlette,L'OLIVERETA,NOU MOLES,39.47092098916121,-0.402778159362175,Private room,30.0,1,0,2000-01-01,0,1,319,0,Sin datos,Valencia
1273411874035910510,QuartLoft,239135306,Dario,CIUTAT VELLA,EL CARME,39.476225464080784,-0.3813983872532844,Entire home/apt,95.0,5,0,2000-01-01,0,2,155,0,Sin datos,Valencia
1273782823766857611,Estudio con bañera de Corrían.,574163687,Emilian Florin,LA SAIDIA,MARXALENES,39.4845231690292,-0.382252959461473,Private room,137.0,1,0,2000-01-01,0,7,365,0,Sin datos,Valencia
1273872215084771241,Piso completo céntrico valencia,388656172,Rodrigo,EXTRAMURS,LA ROQUETA,39.466402076895065,-0.3781526624525034,Entire home/apt,200.0,2,0,2000-01-01,0,2,79,0,Sin datos,Valencia
1274417249726337768,Coliving en Conde de Montornés,504121118,Arnau,CIUTAT VELLA,LA XEREA,39.4737642,-0.3703851,Private room,26.0,32,0,2000-01-01,0,14,273,0,Sin datos,Valencia
1274422141077293918,Coliving en Conde de Montornés,504121118,Arnau,CIUTAT VELLA,LA XEREA,39.4737642,-0.3703851,Private room,33.0,32,0,2000-01-01,0,14,258,0,Sin datos,Valencia
1274430361059609681,Coliving en Conde de Montornés,504121118,Arnau,CIUTAT VELLA,LA XEREA,39.4737642,-0.3703851,Private room,29.0,32,0,2000-01-01,0,14,228,0,Sin datos,Valencia
1274496033291517936,Sachi hotel,655161002,Alexei,L'OLIVERETA,NOU MOLES,39.4729,-0.40145,Private room,62.833333333333336,1,0,2000-01-01,0,1,365,0,Sin datos,Valencia
1275096620414469580,Coliving en Conde de Montornés,504121118,Arnau,CIUTAT VELLA,LA XEREA,39.4737642,-0.3703851,Private room,27.0,32,0,2000-01-01,0,14,288,0,Sin datos,Valencia
1275100712212275565,Habitación en Conde De Montornés,504121118,Arnau,CIUTAT VELLA,LA XEREA,39.4737642,-0.3703851,Private room,26.0,32,0,2000-01-01,0,14,227,0,Sin datos,Valencia
1275108604306480426,Habitación en Conde de Montornés,504121118,Arnau,CIUTAT VELLA,LA XEREA,39.47449012065023,-0.3715223826316102,Private room,26.0,32,0,2000-01-01,0,14,140,0,Sin datos,Valencia
1275115088042625527,Coliving en Calle Segorbe,504121118,Arnau,L'EIXAMPLE,RUSSAFA,39.46491460000001,-0.3769599,Private room,25.0,32,0,2000-01-01,0,14,258,0,Sin datos,Valencia
1275118257027498361,Habitación en Segorbe,504121118,Arnau,L'EIXAMPLE,RUSSAFA,39.46491460000001,-0.3769599,Private room,27.0,32,0,2000-01-01,0,14,288,0,Sin datos,Valencia
1275133595154607577,Espacioso apartamento para compartir,24910925,Carmen,L'OLIVERETA,NOU MOLES,39.4688115,-0.3947578,Entire home/apt,72.0,32,0,2000-01-01,0,14,209,0,Sin datos,Valencia
1275293844747753058,Numa | Medium Room with Terrace,658305637,Silvina Soledad,CIUTAT VELLA,LA XEREA,39.4744378,-0.3721236,Entire home/apt,140.0,1,0,2000-01-01,0,6,223,0,22000 - GV22SICA,Valencia
1276697293861586612,Vive en el corazón de Valencia,541042260,Nicolas,L'EIXAMPLE,RUSSAFA,39.45634,-0.37796,Entire home/apt,90.0,10,0,2000-01-01,0,1,357,0,Sin datos,Valencia
1277259963719567206,Apartamento Vistas Espectaculares,43187548,Alisa,POBLATS DEL SUD,FAITANAR,39.43249,-0.3948999,Entire home/apt,63.0,6,0,2000-01-01,0,1,358,0,Sin datos,Valencia
1277502446016527773,Bohemian Apt with Views by Ruzafa City Center,556090432,Carlos,L'EIXAMPLE,RUSSAFA,39.4567,-0.37928,Entire home/apt,169.22857142857143,30,0,2000-01-01,0,1,32,0,Sin datos,Valencia
1277575559230116842,Llorens B - Cosy & Smart,561309948,Andrea,EXTRAMURS,LA PETXINA,39.47447877678779,-0.3904005350317375,Entire home/apt,70.0,1,0,2000-01-01,0,34,325,0,Sin datos,Valencia
1278202101489159549,Ruzafa 3 dormitorios,584234760,Begoña,QUATRE CARRERES,EN CORTS,39.45814,-0.37023,Entire home/apt,172.5,28,0,2000-01-01,0,17,285,0,Sin datos,Valencia
1278244984958027203,Modern Studio Avenue 3.0,588538210,Elizaveta,BENICALAP,BENICALAP,39.4907,-0.38586,Entire home/apt,86.0,14,0,2000-01-01,0,3,173,0,Sin datos,Valencia
1278282676040824489,SeaFront Casa Valencia,1145189,Maria Mercedes,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46845,-0.3242,Entire home/apt,264.0,11,0,2000-01-01,0,4,290,0,Sin datos,Valencia
1279084316387154993,A (VA080-5) Th Bioparc con Terraza Apartment A,97229818,Travel Habitat,L'OLIVERETA,SOTERNES,39.471928350793824,-0.4078137064407207,Entire home/apt,228.0,1,0,2000-01-01,0,60,316,0,Sin datos,Valencia
1281290206441673899,King room,418081991,Emanuele,RASCANYA,ELS ORRIOLS,39.49472307178906,-0.3701062431095782,Private room,51.0,3,0,2000-01-01,0,5,365,0,Sin datos,Valencia
1281797524901577902,"Room to rent in Ayora, Valencia",69048359,Katherine Victoria,CAMINS AL GRAU,AIORA,39.4642297,-0.3410218,Private room,28.0,30,0,2000-01-01,0,1,335,0,Sin datos,Valencia
1282496762308456247,Vivienda con mucha luz.,115382493,Carlos,BENICALAP,BENICALAP,39.49515095833554,-0.3884801874939502,Entire home/apt,90.0,30,0,2000-01-01,0,3,318,0,Sin datos,Valencia
1282555421943635590,GuestReady - Valencia City Flat,659722004,Ashweetha,CIUTAT VELLA,SANT FRANCESC,39.47145,-0.37867,Entire home/apt,131.0,1,0,2000-01-01,0,2,360,0,Sin datos,Valencia
1282586314637317953,Precioso Ático en el Parque Natural de El Saler,118163789,Jose,POBLATS DEL SUD,EL SALER,39.36366,-0.32006,Entire home/apt,220.0,3,0,2000-01-01,0,1,314,0,VT-32745-V,Valencia
1282611437970512929,Preciosa vivienda zona tranquila,115382493,Carlos,LA SAIDIA,MARXALENES,39.48442,-0.38252,Entire home/apt,86.0,30,0,2000-01-01,0,3,197,0,Sin datos,Valencia
1282623256973925413,Vivienda amplia bien situada,115382493,Carlos,CAMINS AL GRAU,AIORA,39.46671400424003,-0.3463676280395539,Entire home/apt,162.0,10,0,2000-01-01,0,3,34,0,Sin datos,Valencia
1283013175959298016,(NEW) 3bed Renovated Historic Gem in Ruzafa,1516725,Kathryn,L'EIXAMPLE,LA GRAN VIA,39.46496,-0.37148,Entire home/apt,175.0,21,0,2000-01-01,0,1,56,0,Sin datos,Valencia
1283252548322336076,La Marina WOW ROYAL apart!,588538210,Elizaveta,POBLATS MARITIMS,EL GRAU,39.45969074107184,-0.3379638306870883,Entire home/apt,120.0,11,0,2000-01-01,0,3,177,0,Sin datos,Valencia
1283326549886076494,Estudio en el centro de Valencia,571404720,Ana Patricia,CIUTAT VELLA,LA XEREA,39.47427188567945,-0.3743926478851378,Entire home/apt,175.83333333333334,30,0,2000-01-01,0,4,302,0,Sin datos,Valencia
1283509746665554678,Apartamento Maritim,125037312,Claudia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47049496466246,-0.3326029703021049,Entire home/apt,62.0,30,0,2000-01-01,0,34,101,0,Sin datos,Valencia
1283911002021549928,Calma Lofts AP2,123160301,Place Your Place,LA SAIDIA,SANT ANTONI,39.4902006,-0.3749691,Entire home/apt,103.0,1,0,2000-01-01,0,71,58,0,VT56483V,Valencia
1284110636422455098,Apartaments acollidors,652782231,Alejandro,CAMPANAR,LES TENDETES,39.48041,-0.38606,Entire home/apt,140.0,1,0,2000-01-01,0,1,358,0,Sin datos,Valencia
1285331735476019008,Apartment with1 bedroom with double bed,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,296.0,1,0,2000-01-01,0,14,133,0,Sin datos,Valencia
1285331749522272419,Apartment with 1 bedroom with double bed,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,296.0,1,0,2000-01-01,0,14,138,0,Sin datos,Valencia
1285331757536687338,Apartment with1 bedroom with double bed,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,296.0,1,0,2000-01-01,0,14,153,0,Sin datos,Valencia
1285331766526391131,Apartment with1 bedroom with double bed,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681974,-0.3828067,Entire home/apt,296.0,1,0,2000-01-01,0,14,156,0,Sin datos,Valencia
1285331773527277711,Apartment with1 bedroom with double bed,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,296.0,1,0,2000-01-01,0,14,162,0,Sin datos,Valencia
1285331784175340628,Apartment with 1 bed room with twin,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,296.0,1,0,2000-01-01,0,14,177,0,Sin datos,Valencia
1285331792162129782,Apartment with 1 bedroom with twin beds,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,296.0,1,0,2000-01-01,0,14,196,0,Sin datos,Valencia
1285331802472754843,Plaza Vannes 204,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681974,-0.3828067,Entire home/apt,296.0,1,0,2000-01-01,0,14,203,0,Sin datos,Valencia
1285331810313617431,Plaza Vannes 303,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,296.0,1,0,2000-01-01,0,14,210,0,Sin datos,Valencia
1285331819976327999,Plaza Vannes 304,433256900,Moontels,EXTRAMURS,LA ROQUETA,39.4681296,-0.3825899,Entire home/apt,369.0,1,0,2000-01-01,0,14,185,0,Sin datos,Valencia
1285360592119089041,3-Bedrooms apartment near The City Center,513997824,Yana,ALGIROS,L'AMISTAT,39.47228684169925,-0.352303572255366,Entire home/apt,183.91666666666666,5,0,2000-01-01,0,13,0,0,Sin datos,Valencia
1285432533019132820,App près Turia Terrasse Parking,530648806,Mary,L'OLIVERETA,NOU MOLES,39.4714559,-0.3959757,Entire home/apt,99.0,2,0,2000-01-01,0,1,4,0,Sin datos,Valencia
1285512314449595271,Chalet Saler,657440161,Rachelle Khriseth,POBLATS DEL SUD,EL SALER,39.35414612641502,-0.3149253647484262,Entire home/apt,9450.0,1,0,2000-01-01,0,4,360,0,VT-45354-V,Valencia
1285602331799868116,Lujoso ático Palau de la Música,559574969,Holidu,CAMINS AL GRAU,PENYA-ROJA,39.4639598,-0.3572208,Entire home/apt,10000.0,1,0,2000-01-01,0,2,363,0,VT-46578-V,Valencia
1286358983667456811,Bright double bedroom with private balcony,71167748,Adam,EXTRAMURS,LA PETXINA,39.47674,-0.3927,Private room,42.0,1,0,2000-01-01,0,2,115,0,Sin datos,Valencia
1286972887752669027,Estudio Luminoso,125037312,Claudia,CIUTAT VELLA,EL PILAR,39.4722916,-0.3811852,Entire home/apt,57.0,30,0,2000-01-01,0,34,258,0,Sin datos,Valencia
1287735069909238137,Dúplex-Lofts Les Arts i Les Ciències,574646118,Ana,QUATRE CARRERES,NA ROVELLA,39.45096136650974,-0.3657140200264322,Entire home/apt,534.0,3,0,2000-01-01,0,3,143,0,Sin datos,Valencia
1288369564747897482,Apartamento Premium  Palau de la Música Valencia,661602127,Begoña,EL PLA DEL REAL,MESTALLA,39.46569,-0.35729,Entire home/apt,168.0,1,0,2000-01-01,0,7,290,0,Sin datos,Valencia
1288418472909831065,Apartamento Mercado de Abastos,125037312,Claudia,EXTRAMURS,ARRANCAPINS,39.46713954524436,-0.3844780398571022,Entire home/apt,79.0,30,0,2000-01-01,0,34,202,0,Sin datos,Valencia
1288423058543755941,Lugar tranquilo,377533796,Annyi Hildemary,POBLATS MARITIMS,LA MALVA-ROSA,39.47888918661458,-0.330098457634449,Private room,36.0,4,0,2000-01-01,0,1,361,0,Sin datos,Valencia
1288981134649819760,Habitación doble en pleno centro,25291206,Monica,EXTRAMURS,ARRANCAPINS,39.46119726328585,-0.3820609906039401,Private room,154.0,3,0,2000-01-01,0,2,1,0,Sin datos,Valencia
1289109233291995220,Waou Ciutat de les Arts - Alquiler Corta Duración,660897197,Emilio,QUATRE CARRERES,MONT-OLIVET,39.459374074392045,-0.3609516298988065,Entire home/apt,90.0,1,0,2000-01-01,0,1,230,0,EXENTO - ALQUILER DE TEMPORADA SEGÚN LA LAU,Valencia
1289171343049469536,Habitación cómoda y elegante,596690482,Sofia Estefania,QUATRE CARRERES,NA ROVELLA,39.4501986714577,-0.3700952231884002,Private room,45.0,1,0,2000-01-01,0,1,346,0,Sin datos,Valencia
1289579635074139650,ApTuValencia-Calle de la Trirrem 4A,516931492,Patrizia,LA SAIDIA,MARXALENES,39.4869749,-0.3844078,Entire home/apt,109.0,2,0,2000-01-01,0,5,159,0,Sin datos,Valencia
1289967082187098839,Beautiful apartment near the beach +10 days,94473114,Jordi,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46735741207837,-0.3324342768031018,Entire home/apt,80.0,11,0,2000-01-01,0,7,302,0,Sin datos,Valencia
1290417180049361244,VLC HOST - Reina 168 11,661596891,Cristina,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4700877,-0.3283546,Entire home/apt,101.0,3,0,2000-01-01,0,11,212,0,Sin datos,Valencia
1290503799517417745,Luminoso estudio en pleno centro,64607928,Estefanía,EXTRAMURS,LA ROQUETA,39.46699,-0.38052,Entire home/apt,96.0,10,0,2000-01-01,0,2,73,0,Sin datos,Valencia
1290749618760189603,Room in the heart of Valencia,327099124,Celia,EXTRAMURS,LA ROQUETA,39.46777,-0.38286,Private room,36.0,11,0,2000-01-01,0,5,354,0,Sin datos,Valencia
1291866376182944019,Chambre 1,3823429,Marina,QUATRE CARRERES,EN CORTS,39.45455517791352,-0.3732189908623695,Private room,43.0,3,0,2000-01-01,0,3,22,0,Sin datos,Valencia
1292112484001474738,Private room Valencia,662649593,Brandon Ramon,L'EIXAMPLE,RUSSAFA,39.45747,-0.37586,Private room,39.0,1,0,2000-01-01,0,1,361,0,Sin datos,Valencia
1292720425093242052,Charming three-bedroom apartment with terrace,154048802,René,POBLATS MARITIMS,EL GRAU,39.46249217413068,-0.3319240569319422,Entire home/apt,230.0,3,0,2000-01-01,0,27,246,0,Sin datos,Valencia
1293674913274154928,Au cœur du quartier mythique.,81640286,Nacima,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.469950164706034,-0.3308169965546507,Entire home/apt,100.0,10,0,2000-01-01,0,2,190,0,Sin datos,Valencia
1294673965381326645,Nuit V,583406812,Alexei,CAMPANAR,SANT PAU,39.474647179108246,-0.4031713197701427,Private room,187.0,1,0,2000-01-01,0,3,365,0,Sin datos,Valencia
1294920603695398427,VLC HOST - Bélgica 2,417948112,Alexandra,EL PLA DEL REAL,MESTALLA,39.4743560933079,-0.3566330056008054,Entire home/apt,917.3846153846154,11,0,2000-01-01,0,26,0,0,Sin datos,Valencia
1295401719342840950,Habitación acceso independiente,366205343,Jose Pedro,CIUTAT VELLA,EL CARME,39.4775,-0.37933,Private room,60.0,1,0,2000-01-01,0,1,172,0,Sin datos,Valencia
1295451254218191736,Superior hotel room by Vincci Mercat,663424077,Vincci Mercat,CIUTAT VELLA,EL MERCAT,39.47221,-0.37896,Private room,244.5,1,0,2000-01-01,0,3,101,0,Sin datos,Valencia
1295451327683478298,"Great location, amazing hotel room by Vincci",663424077,Vincci Mercat,CIUTAT VELLA,EL MERCAT,39.47221,-0.37896,Private room,244.5,1,0,2000-01-01,0,3,105,0,Sin datos,Valencia
1295469819821189735,VLC HOST- Martí 4,417948112,Alexandra,L'EIXAMPLE,LA GRAN VIA,39.46476709116202,-0.3711763146291909,Entire home/apt,1219.857142857143,11,0,2000-01-01,0,26,0,0,Sin datos,Valencia
1295491643717814120,Hotel room in the heart of Valencia by Vincci,663430219,Vincci Lys,CIUTAT VELLA,SANT FRANCESC,39.4682,-0.3746,Private room,162.0,1,0,2000-01-01,0,3,115,0,Sin datos,Valencia
1295491643751283376,Hotel room next to train station by Vincci Lys,663430219,Vincci Lys,CIUTAT VELLA,SANT FRANCESC,39.4682,-0.3746,Private room,109.9,1,0,2000-01-01,0,3,110,0,Sin datos,Valencia
1295491721889026164,Jr. suite with living space & minibar by Vincci,663430219,Vincci Lys,CIUTAT VELLA,SANT FRANCESC,39.4682,-0.3746,Private room,109.9,1,0,2000-01-01,0,3,106,0,Sin datos,Valencia
1295532290072199901,Nuit V,583406812,Alexei,L'OLIVERETA,NOU MOLES,39.47448,-0.40168,Private room,62.833333333333336,1,0,2000-01-01,0,3,347,0,Sin datos,Valencia
1295552072585265045,Loft Colours 3 Cerca estación Sorolla,67184747,Carlos,JESUS,LA RAIOSA,39.45512808040985,-0.3858049353835222,Entire home/apt,76.0,1,0,2000-01-01,0,16,42,0,VT57225V,Valencia
1295557129667669518,Loft colours 1 Cerca Estación Sorolla,67184747,Carlos,JESUS,L'HORT DE SENABRE,39.45481,-0.38775,Entire home/apt,77.0,1,0,2000-01-01,0,16,32,0,VT57230V,Valencia
1295559139591187570,Loft Colours 4 Cerca Estación Sorolla,67184747,Carlos,JESUS,L'HORT DE SENABRE,39.45362192367226,-0.3861380240238009,Entire home/apt,97.0,1,0,2000-01-01,0,16,39,0,VT57222V,Valencia
1296284174109782315,Room in a shared flat in front of the port,430386079,Davide,POBLATS MARITIMS,EL GRAU,39.4627,-0.33092,Private room,20.0,30,0,2000-01-01,0,13,315,0,Sin datos,Valencia
1297010232364295380,Céntrico apartamento,4708020,Nathan Cosmos,CIUTAT VELLA,EL PILAR,39.47484302339455,-0.3834472240240056,Entire home/apt,131.0,1,0,2000-01-01,0,11,292,0,Sin datos,Valencia
1297151320832731153,Lujoso ático cerca de la playa,1541269,Jose,ALGIROS,LA CARRASCA,39.47529348337206,-0.3443302667591882,Private room,48.0,7,0,2000-01-01,0,1,343,0,Sin datos,Valencia
1297963182050207582,Amplio y luminoso zona Playa,662976572,Juan Antonio,POBLATS MARITIMS,LA MALVA-ROSA,39.484108892396975,-0.3262242507304882,Entire home/apt,118.0,4,0,2000-01-01,0,1,211,0,VT-48729-V,Valencia
1298312415019192724,Hotel room in the city centre by Vincci Palace,663878531,Vincci Palace,CIUTAT VELLA,LA XEREA,39.4728,-0.3721,Private room,143.0,1,0,2000-01-01,0,2,114,0,Sin datos,Valencia
1298312415236729424,Superior hotel room in the city centre by Vincci,663878531,Vincci Palace,CIUTAT VELLA,LA XEREA,39.4728,-0.3721,Private room,43.0,1,0,2000-01-01,0,2,105,0,Sin datos,Valencia
1298527886494359983,The Giorgeta Apartment by Florit Flats,42125633,Marta,EXTRAMURS,ARRANCAPINS,39.4625977474358,-0.3865020705277581,Entire home/apt,134.47058823529412,1,0,2000-01-01,0,48,0,0,VT-55223-V,Valencia
1298528201046989630,Apartamento Twin en el corazón de la ciudad,400264625,Citizentral,CIUTAT VELLA,SANT FRANCESC,39.4725249,-0.3757207,Entire home/apt,232.04545454545453,1,0,2000-01-01,0,8,222,0,Sin datos,Valencia
1298546842417187327,Canvis I,438136382,Home Club,CIUTAT VELLA,EL MERCAT,39.47330859671148,-0.3785191176455414,Entire home/apt,122.0,1,0,2000-01-01,0,16,210,0,Sin datos,Valencia
1298551917348630830,The Sorolla Apartment I by Florit Flats,42125633,Marta,JESUS,LA RAIOSA,39.45740987152239,-0.3860843843546521,Entire home/apt,99.0,1,0,2000-01-01,0,48,278,0,VT-54269-V,Valencia
1298552053538610408,The Sorolla Apartment Ii by Florit Flats,42125633,Marta,JESUS,LA RAIOSA,39.45756019667594,-0.3863825388527758,Entire home/apt,119.0,1,0,2000-01-01,0,48,270,0,VT-54270-V,Valencia
1299040184617119576,Valencia Central Apartment,461813343,Arunas,CIUTAT VELLA,SANT FRANCESC,39.4702,-0.38211,Entire home/apt,127.0,2,0,2000-01-01,0,1,17,0,Sin datos,Valencia
1299159001830040798,The Trafalgar Apartment 01 by Florit Flats,42125633,Marta,CAMINS AL GRAU,LA CREU DEL GRAU,39.46334300179191,-0.3449442967754786,Entire home/apt,103.0,1,0,2000-01-01,0,48,272,0,VT-55177-V,Valencia
1299159197397310205,The Trafalgar Apartment 02 by Florit Flats,42125633,Marta,CAMINS AL GRAU,LA CREU DEL GRAU,39.46308137897873,-0.3452466798622636,Entire home/apt,90.0,1,0,2000-01-01,0,48,273,0,VT-55178-V,Valencia
1299159378120431921,The Trafalgar Apartment 03 by Florit Flats,42125633,Marta,CAMINS AL GRAU,LA CREU DEL GRAU,39.46357,-0.34539,Entire home/apt,126.0,1,0,2000-01-01,0,48,278,0,VT-55179-V,Valencia
1299353796263303880,Habitación doble exterior,460513843,Antonio,QUATRE CARRERES,MALILLA,39.44555,-0.38035,Private room,12.0,60,0,2000-01-01,0,5,252,0,Sin datos,Valencia
1300056773649202225,Fischerhaus in Valencia,415258454,Christian,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.469017474315976,-0.3299211595712255,Entire home/apt,99.0,2,0,2000-01-01,0,1,239,0,Sin datos,Valencia
1300687349774607091,Valencia Stay:Luxury and Comfort,439536704,Jordan,EXTRAMURS,LA PETXINA,39.47358145653063,-0.3916975521711728,Entire home/apt,180.0,3,0,2000-01-01,0,2,73,0,Sin datos,Valencia
1301492808306985899,Apartamento en Valencia,547077018,Pablo,CAMINS AL GRAU,PENYA-ROJA,39.46022,-0.34624,Entire home/apt,153.0,1,0,2000-01-01,0,1,89,0,Sin datos,Valencia
