id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1089861833225976199,Apartamento Reina,125037312,Claudia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46723,-0.32953,Entire home/apt,90,30,3,2024-07-19,0.28,34,153,3,
1089878166942461124,Espaciosa vivienda ideal para disfrutar valencia,189679098,Jazmin,CAMINS AL GRAU,AIORA,39.46658,-0.34776,Entire home/apt,143,11,29,2025-02-27,2.36,8,38,28,
1090000959617768729,Estudio acogedor y confortable,515947711,Alejandra,JESUS,LA RAIOSA,39.457131989918906,-0.38860514760017395,Entire home/apt,70,11,37,2025-03-09,2.87,4,154,31,
1090285780079704900,Loft Villalonga by Interhome,163379623,Sonia - Interhome Group,BENIMACLET,BENIMACLET,39.485301,-0.357215,Entire home/apt,377,1,4,2024-08-10,0.50,1,166,4,VT-44324-V
1090349414622487804,Picasso,178009159,Sergii,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4652113,-0.3309059,Entire home/apt,114,1,46,2025-02-16,3.52,11,264,41,
1090354668286717889,Estudio con encanto Osito Hub A,561309948,Andrea,ALGIROS,CIUTAT JARDI,39.47069,-0.3448,Entire home/apt,83,1,18,2024-12-26,1.40,34,336,17,
1090368748542341640,Estudio con encanto Usa Osito Hub B,561309948,Andrea,ALGIROS,CIUTAT JARDI,39.47082,-0.34508,Entire home/apt,101,1,12,2024-12-08,0.95,34,355,11,
1090376803773894180,Fantástico Estudio equipado,515947711,Alejandra,JESUS,LA RAIOSA,39.45713199070406,-0.38860514760017395,Entire home/apt,77,11,34,2025-03-03,2.60,4,142,30,
1090379909470533302,Acogedor bajo con gran terraza,1475373,Marta,PATRAIX,PATRAIX,39.46168301270567,-0.3900076799423866,Entire home/apt,196,2,32,2025-01-02,2.53,9,24,29,
1090385444452215714,Acogedor & terraza 4 pax Osito Hub C,561309948,Andrea,CAMINS AL GRAU,ALBORS,39.46930615005655,-0.3498536870407169,Entire home/apt,95,1,20,2025-02-23,1.57,34,302,17,VT-54437-V
1090434070607683526,Charming Two-Bedroom Loft,68575885,Fabiola,L'EIXAMPLE,RUSSAFA,39.46130125297831,-0.3730799246634214,Entire home/apt,173,1,40,2025-02-21,3.11,1,93,37,
1090681527601928869,Sailing Experience - The 4 Seasons - Heated,475777377,Miguel Angel,POBLATS MARITIMS,EL GRAU,39.42702082323554,-0.333566090875853,Entire home/apt,75,2,14,2025-03-09,1.54,1,60,14,
1090994595312949597,High Ceiling Loft On Plaza del Carmen,163139642,Miguel,CIUTAT VELLA,EL CARME,39.47891,-0.37908,Entire home/apt,170,1,86,2025-03-09,6.92,13,25,84,VT-37514-V
1091085602269697470,Loft refugio Osito Hub B,561309948,Andrea,ALGIROS,CIUTAT JARDI,39.47065,-0.34416,Entire home/apt,136,1,27,2025-01-02,2.10,34,329,23,
1091093699881323607,limehome Valencia Antonio Ferrandis | Studio,418270816,Limehome,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4507347,-0.3582661,Entire home/apt,114,1,26,2025-02-08,2.43,23,354,26,HV-1529
1091118012296645176,Valencia Antonio Ferrandis | Studio + Sofa Bed,418270816,Limehome,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4507347,-0.3582661,Entire home/apt,131,1,7,2024-12-06,0.66,23,351,7,HV-1529
1091125806978170903,limehome Valencia Antonio Ferrandis |1-Bedroom Apt,418270816,Limehome,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4507347,-0.3582661,Entire home/apt,140,1,3,2024-07-21,0.31,23,363,3,HV-1529
1091143601467418330,Valencia Antonio Ferrandis | 1-Bedroom Comfort Apt,418270816,Limehome,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4507347,-0.3582661,Entire home/apt,152,1,5,2025-02-16,0.47,23,360,5,HV-1529
1091166875477202689,Estudio con encanto Osito Hub C,561309948,Andrea,ALGIROS,CIUTAT JARDI,39.47255,-0.34474,Entire home/apt,83,1,28,2025-02-15,2.19,34,315,24,VT-54436-V
1091185498249528115,Estudio con encanto 4 Pax Osito Hub D,561309948,Andrea,ALGIROS,CIUTAT JARDI,39.47104,-0.34457,Entire home/apt,95,1,11,2024-12-19,0.86,34,300,8,
1091205567532858522,The Cruz Cubierta Apartment 01 by Florit Flats,42125633,Marta,JESUS,L'HORT DE SENABRE,39.45368087127734,-0.38769429297185753,Entire home/apt,188,1,7,2025-01-05,0.54,48,266,6,VT-53884-V
1091205880041789643,The Cruz Cubierta Apartment 02 by Florit Flats,42125633,Marta,JESUS,LA CREU COBERTA,39.45166189310777,-0.3876485185227076,Entire home/apt,140,1,1,2024-05-19,0.10,48,285,1,VT-53884-V
1091766966452133759,Denia,543129726,Natalia,L'EIXAMPLE,RUSSAFA,39.46245645069361,-0.37672970000000916,Entire home/apt,121,1,0,,,25,154,0,
1091818213148583827,"NEW VLC Apart - Cervero 24A, Apart 103",542811646,Alexandra,BENICALAP,BENICALAP,39.4995228,-0.3894894,Entire home/apt,144,1,7,2025-01-23,0.76,1,0,7,
1091911324729137584,terraza+barbacoa+piscina+ wifi,562163281,Sheila,POBLATS DEL SUD,EL PERELLONET,39.28549138255425,-0.28044138103723526,Entire home/apt,139,3,7,2024-08-19,0.58,1,87,7,
1091941492348038952,"Habitación 
en Ciudad Fallera",23412307,Mani,BENICALAP,CIUTAT FALLERA,39.49826735371736,-0.39480723675362345,Private room,57,1,1,2024-03-17,0.08,1,17,1,
1091953771935520052,Elegante & terraza Osito Hub B,561309948,Andrea,CAMINS AL GRAU,AIORA,39.46874,-0.34993,Entire home/apt,83,1,13,2025-02-25,1.03,34,284,10,VT-54437-V
1091986168529602468,Valero III,543129726,Natalia,QUATRE CARRERES,EN CORTS,39.457425807048025,-0.37414765767212144,Entire home/apt,125,1,1,2025-03-02,1,25,215,1,
1091996098845947729,Calma II,76769846,Roberto,EXTRAMURS,EL BOTANIC,39.47436,-0.3851,Entire home/apt,221,2,36,2025-03-01,3.35,3,210,36,
1092002105299801629,Apartamento Valencia,166387350,Patricia,PATRAIX,PATRAIX,39.465132,-0.3928593,Entire home/apt,208,2,19,2025-03-15,1.57,1,90,19,
1092023724814465766,"metro AYORA 
vista al parque",105308414,Yulia,CAMINS AL GRAU,AIORA,39.46482067006408,-0.3448775221763418,Entire home/apt,300,14,4,2024-12-05,0.33,1,89,4,
1092071029453243139,Sunny flat at Plaza del Carmen in Ciutat Vella,163139642,Miguel,CIUTAT VELLA,EL CARME,39.479877138746765,-0.3794841960466426,Entire home/apt,56,1,42,2025-03-15,3.37,13,34,40,
1092116792652279491,Arena 20 Suites. Estudio+Terraza,308967204,Coroa Gestion,QUATRE CARRERES,LA PUNTA,39.44705,-0.36567,Entire home/apt,93,1,0,,,17,124,0,
1092423183239711136,Loft diáfano frente al rio.,500021530,Mario Marcos,CIUTAT VELLA,EL CARME,39.48038,-0.37853,Entire home/apt,91,5,19,2025-03-15,1.59,1,194,19,
1092575253503104554,Valencia Antonio Ferrandis |Comfort Studio+SofaBed,418270816,Limehome,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4507347,-0.3582661,Entire home/apt,136,1,4,2025-01-24,0.99,23,319,4,HV-1529
1092691689259355963,Valencia Antonio Ferrandis | Studio - Wheelchair,418270816,Limehome,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4507347,-0.3582661,Entire home/apt,111,1,2,2025-01-24,0.63,23,345,2,HV-1529
1092731396736337360,Apartamento Pelayo,562354931,Mateo,EXTRAMURS,LA ROQUETA,39.464392652446215,-0.37796562485350904,Entire home/apt,195,5,5,2024-08-12,0.41,1,136,5,VT-54318-V
1092744143766697698,"Flat in Valencia,  El Cabanyal",9232407,Andrés,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47183058329214,-0.33065381794584037,Entire home/apt,87,5,21,2024-09-28,1.64,1,66,19,VT-53748-V
1092787078051276205,Apartamento con terraza en Valencia,125037312,Claudia,BENICALAP,BENICALAP,39.49129569999999,-0.3936538000000001,Entire home/apt,81,30,3,2024-10-31,0.26,34,195,3,
1092903236453472334,Mirador5 mercado central con baño privado,522889403,Lili,CIUTAT VELLA,EL MERCAT,39.472647240759436,-0.3785649619207166,Private room,170,1,2,2024-10-03,0.27,6,271,2,Y4347300 S
1092903608195745011,Centro Valencia Con amigos,522889403,Lili,CIUTAT VELLA,EL MERCAT,39.473608759404016,-0.3788077045887255,Private room,1040,3,0,,,6,153,0,
1093321117170625225,14 Espacio New  Green,463178968,Natividad,BENIMACLET,BENIMACLET,39.485533200013464,-0.35516537725925446,Entire home/apt,,365,61,2025-02-23,4.75,4,281,57,
1093322939977221113,Coqueto apartamento familiar,558018001,Nazeli,LA SAIDIA,MARXALENES,39.4880712,-0.3867829,Entire home/apt,161,1,7,2025-02-15,0.68,14,166,7,
1093330113835062772,apartamento familiar,558018001,Nazeli,LA SAIDIA,MARXALENES,39.48734451283568,-0.3824273496866226,Entire home/apt,118,1,7,2025-02-23,0.79,14,165,7,
1093384863865810150,3-bedroom apart. in city centre,3328473,Christian,EXTRAMURS,EL BOTANIC,39.47565,-0.38561,Entire home/apt,131,7,2,2024-04-03,0.17,1,190,2,
1093491721584940631,Estancia Comoda en el Centro,544284427,Victor Manuel,L'EIXAMPLE,RUSSAFA,39.458396483267514,-0.37435831562771577,Private room,45,1,2,2024-04-02,0.16,6,173,2,
1093547356258715252,Mimi’s House,562543242,Snezhana,POBLATS MARITIMS,EL GRAU,39.45851229505319,-0.3367154553142991,Entire home/apt,90,1,55,2025-03-15,4.27,1,203,52,
1093921075180988850,"Pintor, lovely phenthouse with amazing terrace",129996041,Marcos,L'OLIVERETA,NOU MOLES,39.4700686,-0.402412,Entire home/apt,180,1,4,2025-02-03,0.43,9,67,4,VT-36818-V
1093988679280197215,Estilo y Confort Osito Hub A,561309948,Andrea,CAMINS AL GRAU,ALBORS,39.46946310915725,-0.3486852193421129,Entire home/apt,83,1,3,2024-07-28,0.25,34,294,3,VT-54437-V
1094001279733172354,Loft refugio Osito Hub A,561309948,Andrea,ALGIROS,L'ILLA PERDUDA,39.47167209540817,-0.3422256574904638,Entire home/apt,107,1,18,2025-03-03,1.40,34,335,17,
1094138621536507916,ciudad de las artes,558018001,Nazeli,CAMINS AL GRAU,AIORA,39.4656581,-0.3500891,Entire home/apt,142,1,6,2024-10-31,0.47,14,142,5,
1094204419274315838,Room in City Center - Great Location for Exploring,543292707,Thalia,L'EIXAMPLE,RUSSAFA,39.46698715747697,-0.3764620120592781,Private room,218,4,16,2024-05-14,1.30,6,0,15,
1094737655670585290,El Mercat 05,562825494,Lucia,CIUTAT VELLA,EL MERCAT,39.4734,-0.37987,Entire home/apt,167,30,10,2024-06-16,0.79,4,85,8,
1094748452284181581,Classic Room in Perfect Location to City Center,543292707,Thalia,L'EIXAMPLE,RUSSAFA,39.46623731108999,-0.37455125056848293,Private room,218,4,12,2024-05-10,0.94,6,0,9,
1094757670191997700,Room in Historic Flat - Unbeatable Location,543292707,Thalia,L'EIXAMPLE,RUSSAFA,39.46570607604306,-0.3764278397105841,Private room,218,4,19,2024-05-10,1.55,6,0,18,
1094764291851623711,Room Perfectly Located Inside the Center,543292707,Thalia,CIUTAT VELLA,SANT FRANCESC,39.46758066305816,-0.3759943123268945,Private room,218,4,10,2024-05-16,0.83,6,0,10,
1094766604019218862,Private Room in Amazing Center Location,543292707,Thalia,CIUTAT VELLA,SANT FRANCESC,39.46752,-0.37462,Private room,218,4,9,2024-05-13,0.73,6,0,8,
1094775447644770725,Private Suite with Balcony - Amazing Center Views,543292707,Thalia,CIUTAT VELLA,SANT FRANCESC,39.46753,-0.37649,Private room,281,4,18,2024-05-14,1.44,6,0,15,
1094813340305510824,"4 habitaciones, 4 baños. ¡Recién reformado!",454121089,Jorge,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46972280658524,-0.3327820460327091,Entire home/apt,,3,28,2024-12-31,2.31,1,0,28,
1094834084382559312,El Mercat 02,562825494,Lucia,CIUTAT VELLA,EL PILAR,39.471587204631305,-0.379899587970071,Entire home/apt,217,30,15,2025-02-28,1.19,4,80,13,
1094836263853313056,Ayora Cozy House,441423377,Lilian Beatriz,CAMINS AL GRAU,AIORA,39.465531797299214,-0.34323771624733623,Entire home/apt,84,11,4,2025-03-07,1.00,1,59,4,
1094872088696862070,Apartment in Mislata,432357263,"Loic, Estelle And Co",CAMPANAR,SANT PAU,39.47451,-0.4087,Entire home/apt,122,1,0,,,1,365,0,VT-44610-V
1094899052833311588,Malvarrosa Las Arenas Access. WIFI + A/C + 5 Pax,14182776,Alberto,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4697891,-0.3281489,Entire home/apt,143,1,13,2025-02-23,1.01,68,331,12,VT/47452/V
1094930023702682119,Alquiler de habitaciones,407442824,Amati,ALGIROS,LA CARRASCA,39.47533246320168,-0.34520403038697417,Private room,36,1,0,,,1,264,0,
1094947590113532038,Flat in València + A/C,373024585,"Loic, Estelle And Co",POBLATS MARITIMS,EL GRAU,39.46173,-0.33197,Entire home/apt,278,1,0,,,1,364,0,VT-41802-V
1094989574784424563,Ático nuevo luminoso con terraza,47686037,Barbara,QUATRE CARRERES,MONT-OLIVET,39.45910612395927,-0.36367577502217413,Entire home/apt,177,3,3,2024-08-21,0.28,1,111,3,
1095067932268321954,Hospedaje completo para 2 o 6,513333999,Andres,CAMINS AL GRAU,LA CREU DEL GRAU,39.461472021551074,-0.3410770744085312,Entire home/apt,129,1,0,,,2,351,0,
1095483208092662420,Apartamento - Estación Joaquín Sorolla,37128625,Andrés,PATRAIX,PATRAIX,39.45922,-0.38948,Entire home/apt,,10,8,2025-03-09,0.67,1,327,8,
1095650949855059968,"Elegante Apartamento en Valencia, junto a Ruzafa",547496009,Imperial Apartamentos,QUATRE CARRERES,EN CORTS,39.4568409,-0.3716277,Entire home/apt,164,1,106,2025-02-27,8.59,7,293,105,
1095804932801468149,Habitación por dias,532073372,Angie,LA SAIDIA,MARXALENES,39.48840564405121,-0.38421043452887765,Private room,29,1,59,2025-03-12,4.90,1,39,59,
1095807351042566739,"Lliri 32, Apart 5",557226928,Lubov,POBLATS MARITIMS,EL GRAU,39.45914459999999,-0.3383595,Entire home/apt,150,1,2,2024-08-27,0.26,8,345,2,
1096123096291504882,Valencia Sant Jacint | Economy Studio + Balcony,418270816,Limehome,EXTRAMURS,LA PETXINA,39.4752983,-0.3910825,Entire home/apt,104,1,14,2025-02-21,3.72,23,349,14,HV-1528
1096213218527095927,Port Area II. WiFi+ A/C+ 4 Pax,14182776,Alberto,CAMINS AL GRAU,LA CREU DEL GRAU,39.4620155,-0.3441897,Entire home/apt,121,1,10,2025-02-24,0.78,68,338,8,VT-42947-V
1096226193564074886,Dorm4You Ayuntamiento Apartment,539223800,German,CIUTAT VELLA,SANT FRANCESC,39.46950527364112,-0.37648116509051804,Entire home/apt,,1,3,2024-08-31,0.31,14,0,3,
1096350208086031438,"Elegante Loft , entre Ruzafa y Ciudad de las Artes",547496009,Imperial Apartamentos,QUATRE CARRERES,EN CORTS,39.4568409,-0.3716277,Entire home/apt,149,1,41,2025-02-23,3.51,7,313,41,
1096374970820225389,Private condo with  sports area  by Central Park,563244841,Eduardo,JESUS,LA CREU COBERTA,39.453451895346966,-0.3822066503197437,Entire home/apt,121,1,5,2024-11-22,0.52,1,196,5,
1096487730994270479,Valencia,563281320,Flavja,CAMINS AL GRAU,AIORA,39.46862,-0.3486,Private room,45,1,0,,,1,264,0,
1096830287255794229,Bonito Apartamento.,84941167,Turisfons,CAMPANAR,EL CALVARI,39.48658071666668,-0.3891340406452193,Entire home/apt,94,1,54,2025-02-23,4.20,5,261,50,
1096884238831649857,"Lliri 32, Apart 3",557226928,Lubov,POBLATS MARITIMS,EL GRAU,39.458453652750414,-0.33929425552617326,Entire home/apt,150,1,2,2024-03-24,0.16,8,340,1,
1096996570861882337,Apartamento literato,134730579,Mar,L'EIXAMPLE,RUSSAFA,39.46062502943769,-0.3756757204141153,Entire home/apt,135,35,0,,,2,179,0,
1097008651019340693,"Valencia experience! Plus, science city & Ruzafa",524635391,Ayres,QUATRE CARRERES,EN CORTS,39.4550117,-0.3726838,Entire home/apt,99,5,19,2025-01-22,1.56,7,172,19,AT-054169V
1097029466367192344,Small room in Ruzafa,424459476,Tammy,L'EIXAMPLE,RUSSAFA,39.46358,-0.37492,Private room,38,7,22,2024-12-03,1.76,2,8,21,
1097086803388544298,magnífico ático tríplex,17166540,Jorge,PATRAIX,VARA DE QUART,39.459848594389626,-0.4132564812471598,Entire home/apt,108,3,27,2025-03-03,2.22,1,262,27,
1097213398176006747,Habitación privada individual,130379507,Eliza,POBLATS DE L'OEST,BENIMAMET,39.49997,-0.42019,Private room,63,2,15,2025-02-08,1.20,1,269,12,
1097314168497538502,Bonito Apartamento Valencia,558018001,Nazeli,LA SAIDIA,MARXALENES,39.48779733156245,-0.38731299340724945,Entire home/apt,116,1,14,2025-01-02,1.25,14,166,14,
1097759340844702966,Apartamento elegante con terraza - Centro,86517275,Alex,QUATRE CARRERES,MONT-OLIVET,39.4601622,-0.3660702,Entire home/apt,145,11,7,2024-05-21,0.56,1,194,6,
1097864192507852523,Center flat 2 rooms 4 pax + parking optional,12964124,Lucia,EXTRAMURS,ARRANCAPINS,39.46837,-0.38384,Entire home/apt,,3,37,2025-02-14,3.00,5,4,36,VT-47106-V
1097917488714344407,Beautifully Restored 1850s Flat!,563614459,John,CIUTAT VELLA,LA SEU,39.47790803149862,-0.3749521451727166,Private room,411,1,0,,,1,269,0,
1098242433350014295,艺术城与海滨之间的阳台房2,441625251,Molly,POBLATS MARITIMS,NATZARET,39.44994212040342,-0.33457137644290924,Private room,58,5,20,2025-03-06,1.66,2,41,20,
1098253453854050096,艺术城与海滨之间的1号房间,441625251,Molly,POBLATS MARITIMS,NATZARET,39.45100712303131,-0.33416152056827686,Private room,51,5,11,2025-03-02,0.87,2,0,9,
1098348201491378545,Apartamento chic en Ciutat Vella,35136550,Jean-Luc,EXTRAMURS,EL BOTANIC,39.47559,-0.38445,Entire home/apt,58,2,38,2025-02-02,3.06,1,327,36,
1098375444116729228,Habitación Doble metro y playa,507843976,Maximo,CAMINS AL GRAU,AIORA,39.46636,-0.34761,Private room,39,6,0,,,16,264,0,
1098462177438666158,"Cozy studio in Aiora, 20 min from the beach.",31152361,Alejo Sebastian,CAMINS AL GRAU,AIORA,39.46467,-0.3417568,Entire home/apt,117,3,1,2025-02-17,1,1,248,1,VT-54462-V
1098505559386296946,Habitación moderna y céntrica,48047726,Lorena,JESUS,LA RAIOSA,39.45541,-0.38305,Private room,79,1,4,2024-04-19,0.32,1,19,3,
1098530300119377428,Luxury 1 bedroom Flat,97352090,Arsan,QUATRE CARRERES,LA PUNTA,39.45044,-0.34146,Entire home/apt,150,14,2,2024-08-13,0.27,4,249,2,
1098937122701212487,Habitación con baño privado.,80528745,Almudena,CAMINS AL GRAU,AIORA,39.466978985396956,-0.34029646345912273,Private room,64,1,0,,,1,269,0,
1099160412236619535,Cómoda e iluminada habitación,563855426,Leonardo,POBLATS MARITIMS,BETERO,39.471345699530495,-0.33719390630722046,Private room,24,3,20,2025-01-20,1.62,1,50,19,
1099194383758312749,New Apartment Plaza del Cedro,491663354,Stl Apartamentos,ALGIROS,CIUTAT JARDI,39.46962721015436,-0.3469129151280256,Entire home/apt,97,1,29,2025-03-13,2.30,9,212,27,VT-51989-V
1099203902412889144,"Acogedor loft, zona Patraix, Valencia.",563891043,Yu Chong,PATRAIX,PATRAIX,39.4631,-0.39438,Entire home/apt,99,2,46,2025-03-09,3.65,1,159,44,VT-56909-V
1099253810437774010,Loft in Valencia,512086532,Anastasia,CAMINS AL GRAU,AIORA,39.46468633674897,-0.33875126391649246,Entire home/apt,38,20,0,,,1,72,0,
1099264538530202824,Duplex en el Corazon de Valencia,563913797,Emiliano Ariel,CIUTAT VELLA,EL PILAR,39.4725357,-0.3814383,Entire home/apt,191,7,44,2025-02-27,3.70,1,114,44,
1099312047348208431,puerto-Ciudad Ciencias-playa 56m² con terraza,563929559,Montse,POBLATS MARITIMS,EL GRAU,39.4583714,-0.335352,Entire home/apt,146,1,8,2025-03-02,1.12,2,89,8,
1099315387597591535,Habitación con vistas increíbles,28561190,Maria Paula,CIUTAT VELLA,EL PILAR,39.47218941858917,-0.3798990324139595,Private room,,2,27,2024-09-26,2.14,2,0,26,
1099336894705188450,Fabuloso apartamento en Ruzafa,542660297,Nicolás,QUATRE CARRERES,EN CORTS,39.4572013,-0.3709919,Entire home/apt,199,1,29,2025-01-01,2.49,3,108,29,
1099342287634135820,Room with balcony in the heart of Rusafa,30686512,Holly,L'EIXAMPLE,RUSSAFA,39.46051633696051,-0.37181317806243896,Private room,62,1,23,2025-03-07,1.82,3,4,19,
1099367947057211610,温馨港湾,511006075,Min,JESUS,CAMI REAL,39.44456,-0.38696,Private room,34,2,12,2024-09-26,1.07,3,360,12,
1099387308959172907,热情似火,511006075,Min,JESUS,CAMI REAL,39.4446299,-0.38694,Private room,41,2,18,2025-03-10,1.45,3,360,16,
1099393419519570237,旅途驿站,511006075,Min,JESUS,CAMI REAL,39.444835851887035,-0.3860110252572834,Private room,40,2,23,2024-10-27,1.97,3,265,23,
1099397831454974400,溫馨的港灣,508466808,Yi Min,JESUS,SANT MARCEL.LI,39.44409838118487,-0.3879209920896393,Private room,37,1,7,2024-10-05,0.58,3,265,7,
1099713913991496953,Independent Studio in Apartment next to Ruzafa,10385073,Russell,QUATRE CARRERES,EN CORTS,39.45745,-0.37288,Entire home/apt,79,1,28,2025-03-10,2.22,4,83,27,
1099788065692020550,Estudio con encanto Osito Hub E,561309948,Andrea,ALGIROS,CIUTAT JARDI,39.47125,-0.3446,Entire home/apt,83,1,20,2024-12-22,1.62,34,332,19,
1099796682549289808,Double room close Arena,418081991,Emanuele,RASCANYA,ELS ORRIOLS,39.49678247667887,-0.3700037884088414,Private room,42,3,6,2025-02-06,0.50,5,194,6,
1099941270243917631,Hospedaje para grupos hasta 6 personas,564087602,Zaily,CAMINS AL GRAU,LA CREU DEL GRAU,39.4614848,-0.3410787,Entire home/apt,150,1,57,2025-01-04,4.51,3,76,54,
1100102180261488292,Cozy Room in Vintage Apartment,455040495,Arnoldo,ALGIROS,CIUTAT JARDI,39.471923353144895,-0.34547745679848696,Private room,32,1,2,2024-05-19,0.16,1,176,2,
1100163250022134716,vivienda de temporada en viveros(11 noches minimo),42746546,Juan,EL PLA DEL REAL,JAUME ROIG,39.482477642494686,-0.3634916833379604,Entire home/apt,200,30,2,2024-08-28,0.27,1,0,2,
1100168612174205934,Lujoso apartamento en Ruzafa,357813678,David,EXTRAMURS,LA ROQUETA,39.46346363228892,-0.37801325559380833,Entire home/apt,,1,37,2025-03-09,2.94,2,205,36,
1100244805061767899,Toda la ciudad a tu alcance.,479097439,Kevin,CAMPANAR,LES TENDETES,39.48128639999999,-0.3865946,Private room,65,1,7,2024-12-02,0.58,2,86,7,
1100454908379518491,"Apartamento 3 habitaciones, reformado con terraza",37500490,Amparo,QUATRE CARRERES,EN CORTS,39.45552804189759,-0.3727787733078003,Entire home/apt,139,28,13,2024-12-03,1.07,1,178,13,
1100619754120551777,Acogedor Botánico Torres Centro,12524685,David,EXTRAMURS,EL BOTANIC,39.47387601753351,-0.3852624602587104,Entire home/apt,,4,0,,,13,6,0,
1100660619326296297,Cozy Flat Valencia Beach,261017982,Carlos,POBLATS MARITIMS,LA MALVA-ROSA,39.47982413101395,-0.3314179440947229,Entire home/apt,121,4,3,2024-08-18,0.25,10,104,3,
1100702176603190060,Gran piso super luminoso IRJ27,7300084,Ana,ALGIROS,L'ILLA PERDUDA,39.4707385,-0.3404199,Entire home/apt,370,6,0,,,3,56,0,
1100709598950826450,Amplio apartamento en Corts,214087309,David,QUATRE CARRERES,NA ROVELLA,39.45018809138567,-0.37080946332553444,Entire home/apt,105,11,6,2025-02-28,0.58,8,71,6,
1100730034364068994,"Apartamento 2 habitaciones, Estación Norte",334446639,Mari,EXTRAMURS,LA ROQUETA,39.463905,-0.3792185,Entire home/apt,169,1,2,2024-12-01,0.17,4,285,2,
1100856617104450645,Sensacional Apartamento en Ruzafa,542660297,Nicolás,QUATRE CARRERES,EN CORTS,39.45815873177382,-0.37192687067891755,Entire home/apt,217,1,31,2024-11-30,2.55,3,111,31,
1100858650132566104,Apartamento en Valencia centro,457219366,Maritza,L'EIXAMPLE,RUSSAFA,39.45966,-0.37126,Entire home/apt,148,1,51,2025-03-14,4.05,1,110,46,
1100861865781949946,"Lliri 32, Apart 6",557226928,Lubov,POBLATS MARITIMS,EL GRAU,39.46029250169081,-0.3381050060497604,Entire home/apt,150,1,1,2024-09-24,0.17,8,343,1,
1101266242636587676,Apartment San Pedro I,154048802,René,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4712572,-0.331303,Entire home/apt,104,3,14,2024-12-03,1.22,27,265,14,
1101307523667766314,Valencia Puerto Ciudad Artes,559574969,Holidu,POBLATS MARITIMS,EL GRAU,39.4594229064436,-0.3361089809856388,Entire home/apt,8000,1,13,2025-02-27,1.44,2,353,13,VT-41439-V
1101437173442133098,centro valencia,15175859,Kike,LA SAIDIA,MARXALENES,39.484021509427315,-0.3819190710783005,Private room,180,1,0,,,1,270,0,
1101462146060575986,Visitación Serenity,350512254,Adenzo Center Flats,LA SAIDIA,MORVEDRE,39.48347,-0.37711,Entire home/apt,452,1,38,2025-03-02,3.12,7,283,38,
1101474077831993391,"Bienvenido a tu escapada urbana de lujo, soñada.",12524685,David,EXTRAMURS,EL BOTANIC,39.4749,-0.3848,Entire home/apt,197,3,34,2025-03-01,2.91,13,0,34,VT-53979-V
1101557084136528142,Literato 17,109136434,Sandugash,EXTRAMURS,LA PETXINA,39.472274058882675,-0.3901279717683792,Entire home/apt,,2,57,2025-02-17,4.60,2,0,56,
1101926457988653733,Pare Rico 1,109136434,Sandugash,EXTRAMURS,LA PETXINA,39.47273499880413,-0.38934744894504547,Entire home/apt,,2,56,2025-02-25,4.54,2,0,55,
1101968823521077819,Habitación individual estándar (h01),550521861,Maria Azucena,CAMINS AL GRAU,ALBORS,39.466844019757076,-0.3517300925836495,Private room,19,30,0,,,16,239,0,
1101980689490056605,Habitación individual estándar,550521861,Maria Azucena,CAMINS AL GRAU,ALBORS,39.46902,-0.35078,Private room,20,30,1,2025-02-12,0.94,16,209,1,
1101986105701228281,Habitación individual superior con baño privado,550521861,Maria Azucena,CAMINS AL GRAU,AIORA,39.46717,-0.3503,Private room,25,30,0,,,16,186,0,
1101990953163168727,Habitación individual con baño,550521861,Maria Azucena,CAMINS AL GRAU,ALBORS,39.46878691167181,-0.3523942562125519,Private room,24,31,0,,,16,149,0,
1102056686792504223,Habitación con balcón zona universitaria,417598729,Hakim,ALGIROS,LA CARRASCA,39.478056790185235,-0.34760109207451734,Private room,34,1,55,2025-03-12,4.73,4,43,55,
1102073493860870656,"Gran apartamento, amplio, céntrico,conectado",401994647,Marina,LA SAIDIA,MARXALENES,39.48679966036284,-0.38110807973913646,Entire home/apt,186,2,29,2025-02-09,2.30,2,214,26,VT-54464-T
1102151903315159323,fantástica habitación en Valencia.,563447179,Patricia,BENICALAP,BENICALAP,39.48927921508939,-0.391612481632482,Private room,86,1,5,2024-09-15,0.41,1,268,5,
1102218537926371946,Habitación para una sola persona (chica),351167597,Luz,POBLATS DEL NORD,POBLE NOU,39.4999183875475,-0.37147261689384997,Private room,40,1,0,,,1,270,0,
